7.943283081054687500e+00 4.692572110848000000e+12
7.971697330474853516e+00 4.733256859648000000e+12
8.000213623046875000e+00 4.774330630144000000e+12
8.028831481933593750e+00 4.815760916480000000e+12
8.057552337646484375e+00 4.857532514304000000e+12
8.086376190185546875e+00 4.899628646400000000e+12
8.115302085876464844e+00 4.942051934208000000e+12
8.144331932067871094e+00 4.984823349248000000e+12
8.173465728759765625e+00 5.027965435904000000e+12
8.202703475952148438e+00 5.071519088640000000e+12
8.232046127319335938e+00 5.115450753024000000e+12
8.261493682861328125e+00 5.159762001920000000e+12
8.291046142578125000e+00 5.204418232320000000e+12
8.320705413818359375e+00 5.249400569856000000e+12
8.350469589233398438e+00 5.294751481856000000e+12
8.380340576171875000e+00 5.340554854400000000e+12
8.410318374633789062e+00 5.386796007424000000e+12
8.440403938293457031e+00 5.433396297728000000e+12
8.470597267150878906e+00 5.480378269696000000e+12
8.500897407531738281e+00 5.527703650304000000e+12
8.531307220458984375e+00 5.575437975552000000e+12
8.561824798583984375e+00 5.623583866880000000e+12
8.592452049255371094e+00 5.672167538688000000e+12
8.623188972473144531e+00 5.721170640896000000e+12
8.654035568237304688e+00 5.770641408000000000e+12
8.684992790222167969e+00 5.820472885248000000e+12
8.716060638427734375e+00 5.870712782848000000e+12
8.747239112854003906e+00 5.921318109184000000e+12
8.778529167175292969e+00 5.972428324864000000e+12
8.809931755065917969e+00 6.023979991040000000e+12
8.841446876525878906e+00 6.075976253440000000e+12
8.873073577880859375e+00 6.128421306368000000e+12
8.904814720153808594e+00 6.181224448000000000e+12
8.936668395996093750e+00 6.234483195904000000e+12
8.968636512756347656e+00 6.288152461312000000e+12
9.000719070434570312e+00 6.342307741696000000e+12
9.032916069030761719e+00 6.396978921472000000e+12
9.065228462219238281e+00 6.452120911872000000e+12
9.097656250000000000e+00 6.507663458304000000e+12
9.130200386047363281e+00 6.563659513856000000e+12
9.162860870361328125e+00 6.620061892608000000e+12
9.195637702941894531e+00 6.677050425344000000e+12
9.228532791137695312e+00 6.734503477248000000e+12
9.261542320251464844e+00 6.792503361536000000e+12
9.294672966003417969e+00 6.850976153600000000e+12
9.327920913696289062e+00 6.909899833344000000e+12
9.361289024353027344e+00 6.969277022208000000e+12
9.394776344299316406e+00 7.029138128896000000e+12
9.428382873535156250e+00 7.089485774848000000e+12
9.462109565734863281e+00 7.150406467584000000e+12
9.495957374572753906e+00 7.211905449984000000e+12
9.529926300048828125e+00 7.273850077184000000e+12
9.564016342163085938e+00 7.336326856704000000e+12
9.598228454589843750e+00 7.399255572480000000e+12
9.632563591003417969e+00 7.462724304896000000e+12
9.667020797729492188e+00 7.526765559808000000e+12
9.701601028442382812e+00 7.591385628672000000e+12
9.736305236816406250e+00 7.656590278656000000e+12
9.771134376525878906e+00 7.722324983808000000e+12
9.806087493896484375e+00 7.788534693888000000e+12
9.841165542602539062e+00 7.855252439040000000e+12
9.876368522644042969e+00 7.922572066816000000e+12
9.911698341369628906e+00 7.990498820096000000e+12
9.947154045104980469e+00 8.059008057344000000e+12
9.982737541198730469e+00 8.128104497152000000e+12
1.001844692230224609e+01 8.197700059136000000e+12
1.005428504943847656e+01 8.267827773440000000e+12
1.009025096893310547e+01 8.338587779072000000e+12
1.012634563446044922e+01 8.409920831488000000e+12
1.016256904602050781e+01 8.481961672704000000e+12
1.019892215728759766e+01 8.554586570752000000e+12
1.023540592193603516e+01 8.627866304512000000e+12
1.027201938629150391e+01 8.701641490432000000e+12
1.030876445770263672e+01 8.775979761664000000e+12
1.034564113616943359e+01 8.850953469952000000e+12
1.038264942169189453e+01 8.926601936896000000e+12
1.041978931427001953e+01 9.002965532672000000e+12
1.045706272125244141e+01 9.079982391296000000e+12
1.049446964263916016e+01 9.157552898048000000e+12
1.053201007843017578e+01 9.235681247232000000e+12
1.056968498229980469e+01 9.314439790592000000e+12
1.060749530792236328e+01 9.393941774336000000e+12
1.064544010162353516e+01 9.474123235328000000e+12
1.068352031707763672e+01 9.555024019456000000e+12
1.072173690795898438e+01 9.636616863744000000e+12
1.076009082794189453e+01 9.718831513600000000e+12
1.079858207702636719e+01 9.801673211904000000e+12
1.083720970153808594e+01 9.885220601856000000e+12
1.087597656250000000e+01 9.969481023488000000e+12
1.091488170623779297e+01 1.005457401446400000e+13
1.095392608642578125e+01 1.014039366860800000e+13
1.099311065673828125e+01 1.022686763417600000e+13
1.103243541717529297e+01 1.031403890278400000e+13
1.107190036773681641e+01 1.040183512268800000e+13
1.111150646209716797e+01 1.049033913139200000e+13
1.115125370025634766e+01 1.057963586355200000e+13
1.119114398956298828e+01 1.066977355366400000e+13
1.123117637634277344e+01 1.076067984998400000e+13
1.127135276794433594e+01 1.085227820646400000e+13
1.131167221069335938e+01 1.094461371187200000e+13
1.135213565826416016e+01 1.103760877158400000e+13
1.139274501800537109e+01 1.113143640064000000e+13
1.143349838256835938e+01 1.122610498764800000e+13
1.147439861297607422e+01 1.132162187264000000e+13
1.151544380187988281e+01 1.141799439564800000e+13
1.155663681030273438e+01 1.151505583308800000e+13
1.159797668457031250e+01 1.161280933068800000e+13
1.163946533203125000e+01 1.171139330048000000e+13
1.168110179901123047e+01 1.181072280780800000e+13
1.172288703918457031e+01 1.191107782246400000e+13
1.176482200622558594e+01 1.201223919206400000e+13
