6.309573173522949219e+00 1.460561248256000000e+12
6.332872867584228516e+00 1.474281340928000000e+12
6.356258869171142578e+00 1.488130277376000000e+12
6.379731655120849609e+00 1.502103470080000000e+12
6.403290271759033203e+00 1.516213764096000000e+12
6.426936149597167969e+00 1.530462470144000000e+12
6.450669288635253906e+00 1.544839102464000000e+12
6.474490642547607422e+00 1.559362666496000000e+12
6.498399734497070312e+00 1.574016778240000000e+12
6.522396564483642578e+00 1.588796588032000000e+12
6.546482086181640625e+00 1.603702882304000000e+12
6.570657253265380859e+00 1.618748899328000000e+12
6.594921112060546875e+00 1.633923760128000000e+12
6.619274616241455078e+00 1.649240834048000000e+12
6.643718242645263672e+00 1.664695140352000000e+12
6.668252468109130859e+00 1.680281436160000000e+12
6.692876815795898438e+00 1.695994347520000000e+12
6.717591762542724609e+00 1.711847505920000000e+12
6.742398262023925781e+00 1.727855591424000000e+12
6.767296314239501953e+00 1.744033284096000000e+12
6.792286872863769531e+00 1.760369180672000000e+12
6.817368984222412109e+00 1.776871538688000000e+12
6.842544078826904297e+00 1.793535508480000000e+12
6.867811679840087891e+00 1.810341953536000000e+12
6.893173694610595703e+00 1.827299000320000000e+12
6.918628692626953125e+00 1.844407697408000000e+12
6.944177627563476562e+00 1.861676695552000000e+12
6.969820499420166016e+00 1.879092887552000000e+12
6.995559215545654297e+00 1.896643297280000000e+12
7.021391868591308594e+00 1.914335526912000000e+12
7.047320365905761719e+00 1.932178096128000000e+12
7.073344230651855469e+00 1.950201937920000000e+12
7.099464416503906250e+00 1.968393814016000000e+12
7.125681877136230469e+00 1.986793308160000000e+12
7.151995182037353516e+00 2.005372370944000000e+12
7.178405761718750000e+00 2.024132968448000000e+12
7.204914093017578125e+00 2.043053473792000000e+12
7.231520652770996094e+00 2.062142930944000000e+12
7.258224964141845703e+00 2.081402912768000000e+12
7.285027980804443359e+00 2.100850720768000000e+12
7.311929702758789062e+00 2.120439824384000000e+12
7.338931560516357422e+00 2.140187131904000000e+12
7.366032600402832031e+00 2.160068788224000000e+12
7.393234252929687500e+00 2.180151902208000000e+12
7.420535564422607422e+00 2.200421531648000000e+12
7.447937965393066406e+00 2.220905201664000000e+12
7.475440979003906250e+00 2.241605140480000000e+12
7.503046035766601562e+00 2.262515318784000000e+12
7.530753135681152344e+00 2.283629445120000000e+12
7.558562278747558594e+00 2.304940441600000000e+12
7.586473941802978516e+00 2.326432317440000000e+12
7.614489078521728516e+00 2.348124995584000000e+12
7.642609596252441406e+00 2.370001698816000000e+12
7.670831680297851562e+00 2.392054824960000000e+12
7.699158191680908203e+00 2.414285422592000000e+12
7.727589130401611328e+00 2.436676190208000000e+12
7.756125450134277344e+00 2.459265400832000000e+12
7.784766674041748047e+00 2.482063802368000000e+12
7.813513755798339844e+00 2.505121464320000000e+12
7.842367172241210938e+00 2.528422395904000000e+12
7.871329307556152344e+00 2.551959257088000000e+12
7.900395870208740234e+00 2.575725232128000000e+12
7.929570198059082031e+00 2.599692533760000000e+12
7.958852291107177734e+00 2.623862996992000000e+12
7.988242149353027344e+00 2.648258117632000000e+12
8.017741203308105469e+00 2.672870031360000000e+12
8.047348022460937500e+00 2.697658892288000000e+12
8.077065467834472656e+00 2.722657206272000000e+12
8.106891632080078125e+00 2.747834564608000000e+12
8.136830329895019531e+00 2.773244706816000000e+12
8.166877746582031250e+00 2.798900477952000000e+12
8.197035789489746094e+00 2.824826257408000000e+12
8.227305412292480469e+00 2.851035414528000000e+12
8.257687568664550781e+00 2.877498589184000000e+12
8.288180351257324219e+00 2.904229675008000000e+12
8.318786621093750000e+00 2.931186728960000000e+12
8.349506378173828125e+00 2.958382858240000000e+12
8.380340576171875000e+00 2.985819897856000000e+12
8.411287307739257812e+00 3.013499682816000000e+12
8.442348480224609375e+00 3.041378172928000000e+12
8.473524093627929688e+00 3.069479485440000000e+12
8.504814147949218750e+00 3.097816989696000000e+12
8.536220550537109375e+00 3.126391996416000000e+12
8.567742347717285156e+00 3.155254575104000000e+12
8.599381446838378906e+00 3.184444571648000000e+12
8.631136894226074219e+00 3.213916897280000000e+12
8.663011550903320312e+00 3.243686494208000000e+12
8.695001602172851562e+00 3.273719545856000000e+12
8.727109909057617188e+00 3.304018149376000000e+12
8.759337425231933594e+00 3.334596984832000000e+12
8.791683197021484375e+00 3.365433245696000000e+12
8.824149131774902344e+00 3.396541612032000000e+12
8.856734275817871094e+00 3.427898228736000000e+12
8.889439582824707031e+00 3.459504930816000000e+12
8.922268867492675781e+00 3.491376398336000000e+12
8.955216407775878906e+00 3.523527835648000000e+12
8.988286018371582031e+00 3.556002758656000000e+12
9.021476745605468750e+00 3.588790419456000000e+12
9.054791450500488281e+00 3.621922013184000000e+12
9.088228225708007812e+00 3.655373422592000000e+12
9.121788978576660156e+00 3.689091694592000000e+12
9.155473709106445312e+00 3.723149180928000000e+12
9.189282417297363281e+00 3.757492404224000000e+12
9.223217964172363281e+00 3.792138141696000000e+12
9.257277488708496094e+00 3.827103170560000000e+12
9.291461944580078125e+00 3.862361014272000000e+12
9.325773239135742188e+00 3.897899352064000000e+12
9.360211372375488281e+00 3.933749641216000000e+12
9.394776344299316406e+00 3.969899298816000000e+12
9.429468154907226562e+00 4.006411501568000000e+12
